Text,Token,Start Index,End Index,Entity Label,Knowledge Base ID
"Alven, CRV, Ischyros New York, Jason Lemkin, Rajeev Dham, Shopify, Transpose Platform Management",Ischyros,12,20,GPE,
"Alven, CRV, Ischyros New York, Jason Lemkin, Rajeev Dham, Shopify, Transpose Platform Management",New York,21,29,GPE,
"Alven, CRV, Ischyros New York, Jason Lemkin, Rajeev Dham, Shopify, Transpose Platform Management",Jason Lemkin,31,43,PERSON,
"Alven, CRV, Ischyros New York, Jason Lemkin, Rajeev Dham, Shopify, Transpose Platform Management",Rajeev Dham,45,56,PERSON,
"Alven, CRV, Ischyros New York, Jason Lemkin, Rajeev Dham, Shopify, Transpose Platform Management",Shopify,58,65,GPE,
"Alven, CRV, Ischyros New York, Jason Lemkin, Rajeev Dham, Shopify, Transpose Platform Management",Transpose Platform Management,67,96,ORG,
"93 East Capital, DBR Ventures, Deep Bajaj, ITI Growth Opportunities Fund, KRS Jamwal, Mandar Joshi, Naveen Gupta, OpenbookVC, StrongHer Ventures",93,0,2,CARDINAL,
"93 East Capital, DBR Ventures, Deep Bajaj, ITI Growth Opportunities Fund, KRS Jamwal, Mandar Joshi, Naveen Gupta, OpenbookVC, StrongHer Ventures",East Capital,3,15,GPE,
"93 East Capital, DBR Ventures, Deep Bajaj, ITI Growth Opportunities Fund, KRS Jamwal, Mandar Joshi, Naveen Gupta, OpenbookVC, StrongHer Ventures",DBR Ventures,17,29,ORG,
"93 East Capital, DBR Ventures, Deep Bajaj, ITI Growth Opportunities Fund, KRS Jamwal, Mandar Joshi, Naveen Gupta, OpenbookVC, StrongHer Ventures",Deep Bajaj,31,41,PERSON,
"93 East Capital, DBR Ventures, Deep Bajaj, ITI Growth Opportunities Fund, KRS Jamwal, Mandar Joshi, Naveen Gupta, OpenbookVC, StrongHer Ventures",KRS Jamwal,74,84,ORG,
"93 East Capital, DBR Ventures, Deep Bajaj, ITI Growth Opportunities Fund, KRS Jamwal, Mandar Joshi, Naveen Gupta, OpenbookVC, StrongHer Ventures",Mandar Joshi,86,98,PERSON,
"93 East Capital, DBR Ventures, Deep Bajaj, ITI Growth Opportunities Fund, KRS Jamwal, Mandar Joshi, Naveen Gupta, OpenbookVC, StrongHer Ventures",Naveen Gupta,100,112,PERSON,
"93 East Capital, DBR Ventures, Deep Bajaj, ITI Growth Opportunities Fund, KRS Jamwal, Mandar Joshi, Naveen Gupta, OpenbookVC, StrongHer Ventures",StrongHer,126,135,ORG,
Silicon Valley Bank Canada,Silicon Valley Bank Canada,0,26,ORG,
"Coinbase Ventures, Delphi Digital, Flow Traders, GSR Ventures, Hudson River Trading, Multicoin Capital, Triblock",Coinbase Ventures,0,17,ORG,
"Coinbase Ventures, Delphi Digital, Flow Traders, GSR Ventures, Hudson River Trading, Multicoin Capital, Triblock",Delphi Digital,19,33,ORG,
"Coinbase Ventures, Delphi Digital, Flow Traders, GSR Ventures, Hudson River Trading, Multicoin Capital, Triblock",Flow Traders,35,47,ORG,
"Coinbase Ventures, Delphi Digital, Flow Traders, GSR Ventures, Hudson River Trading, Multicoin Capital, Triblock",GSR Ventures,49,61,ORG,
"Coinbase Ventures, Delphi Digital, Flow Traders, GSR Ventures, Hudson River Trading, Multicoin Capital, Triblock",Hudson River Trading,63,83,LOC,
"Coinbase Ventures, Delphi Digital, Flow Traders, GSR Ventures, Hudson River Trading, Multicoin Capital, Triblock",Multicoin Capital,85,102,ORG,
"Coinbase Ventures, Delphi Digital, Flow Traders, GSR Ventures, Hudson River Trading, Multicoin Capital, Triblock",Triblock,104,112,ORG,
"Akatsuki, Ascensive Assets, BitScale Capital, BreederDAO, Com2uS, Delphi Digital, Dragonfly Capital Partners, Emfarsis, Galaxy Interactive, Infinity Ventures Crypto, Mechanism Capital, Mentha Partners, Shima Capital, Yield Guild Games",Akatsuki,0,8,PRODUCT,
"Akatsuki, Ascensive Assets, BitScale Capital, BreederDAO, Com2uS, Delphi Digital, Dragonfly Capital Partners, Emfarsis, Galaxy Interactive, Infinity Ventures Crypto, Mechanism Capital, Mentha Partners, Shima Capital, Yield Guild Games",Ascensive Assets,10,26,ORG,
"Akatsuki, Ascensive Assets, BitScale Capital, BreederDAO, Com2uS, Delphi Digital, Dragonfly Capital Partners, Emfarsis, Galaxy Interactive, Infinity Ventures Crypto, Mechanism Capital, Mentha Partners, Shima Capital, Yield Guild Games",BitScale Capital,28,44,ORG,
"Akatsuki, Ascensive Assets, BitScale Capital, BreederDAO, Com2uS, Delphi Digital, Dragonfly Capital Partners, Emfarsis, Galaxy Interactive, Infinity Ventures Crypto, Mechanism Capital, Mentha Partners, Shima Capital, Yield Guild Games",BreederDAO,46,56,GPE,
"Akatsuki, Ascensive Assets, BitScale Capital, BreederDAO, Com2uS, Delphi Digital, Dragonfly Capital Partners, Emfarsis, Galaxy Interactive, Infinity Ventures Crypto, Mechanism Capital, Mentha Partners, Shima Capital, Yield Guild Games",Delphi Digital,66,80,PERSON,
"Akatsuki, Ascensive Assets, BitScale Capital, BreederDAO, Com2uS, Delphi Digital, Dragonfly Capital Partners, Emfarsis, Galaxy Interactive, Infinity Ventures Crypto, Mechanism Capital, Mentha Partners, Shima Capital, Yield Guild Games",Dragonfly Capital Partners,82,108,ORG,
"Akatsuki, Ascensive Assets, BitScale Capital, BreederDAO, Com2uS, Delphi Digital, Dragonfly Capital Partners, Emfarsis, Galaxy Interactive, Infinity Ventures Crypto, Mechanism Capital, Mentha Partners, Shima Capital, Yield Guild Games","Emfarsis, Galaxy Interactive",110,138,ORG,
"Akatsuki, Ascensive Assets, BitScale Capital, BreederDAO, Com2uS, Delphi Digital, Dragonfly Capital Partners, Emfarsis, Galaxy Interactive, Infinity Ventures Crypto, Mechanism Capital, Mentha Partners, Shima Capital, Yield Guild Games",Infinity Ventures Crypto,140,164,ORG,
"Akatsuki, Ascensive Assets, BitScale Capital, BreederDAO, Com2uS, Delphi Digital, Dragonfly Capital Partners, Emfarsis, Galaxy Interactive, Infinity Ventures Crypto, Mechanism Capital, Mentha Partners, Shima Capital, Yield Guild Games",Mechanism Capital,166,183,ORG,
"Akatsuki, Ascensive Assets, BitScale Capital, BreederDAO, Com2uS, Delphi Digital, Dragonfly Capital Partners, Emfarsis, Galaxy Interactive, Infinity Ventures Crypto, Mechanism Capital, Mentha Partners, Shima Capital, Yield Guild Games",Mentha Partners,185,200,ORG,
"Akatsuki, Ascensive Assets, BitScale Capital, BreederDAO, Com2uS, Delphi Digital, Dragonfly Capital Partners, Emfarsis, Galaxy Interactive, Infinity Ventures Crypto, Mechanism Capital, Mentha Partners, Shima Capital, Yield Guild Games",Shima Capital,202,215,ORG,
"Akatsuki, Ascensive Assets, BitScale Capital, BreederDAO, Com2uS, Delphi Digital, Dragonfly Capital Partners, Emfarsis, Galaxy Interactive, Infinity Ventures Crypto, Mechanism Capital, Mentha Partners, Shima Capital, Yield Guild Games",Guild Games,223,234,PERSON,
"0xmons, 1confirmation, Balaji Srinivasan, Cooper Turley, Data Community Fund, Day One Ventures, DeFi Alliance, Ethereal Ventures, Liu Jiang, Palm Tree Crew, Pear VC, Variant, Volt Capital",1confirmation,8,21,CARDINAL,
"0xmons, 1confirmation, Balaji Srinivasan, Cooper Turley, Data Community Fund, Day One Ventures, DeFi Alliance, Ethereal Ventures, Liu Jiang, Palm Tree Crew, Pear VC, Variant, Volt Capital",Balaji Srinivasan,23,40,PERSON,
"0xmons, 1confirmation, Balaji Srinivasan, Cooper Turley, Data Community Fund, Day One Ventures, DeFi Alliance, Ethereal Ventures, Liu Jiang, Palm Tree Crew, Pear VC, Variant, Volt Capital",Cooper Turley,42,55,PERSON,
"0xmons, 1confirmation, Balaji Srinivasan, Cooper Turley, Data Community Fund, Day One Ventures, DeFi Alliance, Ethereal Ventures, Liu Jiang, Palm Tree Crew, Pear VC, Variant, Volt Capital",Data Community Fund,57,76,ORG,
"0xmons, 1confirmation, Balaji Srinivasan, Cooper Turley, Data Community Fund, Day One Ventures, DeFi Alliance, Ethereal Ventures, Liu Jiang, Palm Tree Crew, Pear VC, Variant, Volt Capital",DeFi Alliance,96,109,ORG,
"0xmons, 1confirmation, Balaji Srinivasan, Cooper Turley, Data Community Fund, Day One Ventures, DeFi Alliance, Ethereal Ventures, Liu Jiang, Palm Tree Crew, Pear VC, Variant, Volt Capital",Ethereal Ventures,111,128,ORG,
"0xmons, 1confirmation, Balaji Srinivasan, Cooper Turley, Data Community Fund, Day One Ventures, DeFi Alliance, Ethereal Ventures, Liu Jiang, Palm Tree Crew, Pear VC, Variant, Volt Capital",Liu Jiang,130,139,PERSON,
"0xmons, 1confirmation, Balaji Srinivasan, Cooper Turley, Data Community Fund, Day One Ventures, DeFi Alliance, Ethereal Ventures, Liu Jiang, Palm Tree Crew, Pear VC, Variant, Volt Capital",Palm Tree Crew,141,155,PERSON,
"0xmons, 1confirmation, Balaji Srinivasan, Cooper Turley, Data Community Fund, Day One Ventures, DeFi Alliance, Ethereal Ventures, Liu Jiang, Palm Tree Crew, Pear VC, Variant, Volt Capital",Pear VC,157,164,PERSON,
"0xmons, 1confirmation, Balaji Srinivasan, Cooper Turley, Data Community Fund, Day One Ventures, DeFi Alliance, Ethereal Ventures, Liu Jiang, Palm Tree Crew, Pear VC, Variant, Volt Capital",Variant,166,173,PERSON,
"0xmons, 1confirmation, Balaji Srinivasan, Cooper Turley, Data Community Fund, Day One Ventures, DeFi Alliance, Ethereal Ventures, Liu Jiang, Palm Tree Crew, Pear VC, Variant, Volt Capital",Volt Capital,175,187,ORG,
"Global Asset Capital, Thomvest Ventures, TMC Emerging Technology Fund, Webb Investment Network, Zigg Capital",Global Asset Capital,0,20,ORG,
"Global Asset Capital, Thomvest Ventures, TMC Emerging Technology Fund, Webb Investment Network, Zigg Capital",Thomvest Ventures,22,39,ORG,
"Global Asset Capital, Thomvest Ventures, TMC Emerging Technology Fund, Webb Investment Network, Zigg Capital",TMC Emerging Technology Fund,41,69,ORG,
"Global Asset Capital, Thomvest Ventures, TMC Emerging Technology Fund, Webb Investment Network, Zigg Capital",Webb Investment Network,71,94,ORG,
"Global Asset Capital, Thomvest Ventures, TMC Emerging Technology Fund, Webb Investment Network, Zigg Capital",Zigg Capital,96,108,ORG,
"Comvest Partners, SK Capital Partners",Comvest Partners,0,16,ORG,
"Comvest Partners, SK Capital Partners",SK Capital Partners,18,37,ORG,
"Balaji Srinivasan, BEENEXT, Better Capital, Binny Bansal, Bobby Ong, Hashed, Paul Veradittakit, Square Peg Capital, Tiger Global Management, TM Lee",Balaji Srinivasan,0,17,PERSON,
"Balaji Srinivasan, BEENEXT, Better Capital, Binny Bansal, Bobby Ong, Hashed, Paul Veradittakit, Square Peg Capital, Tiger Global Management, TM Lee",Better Capital,28,42,ORG,
"Balaji Srinivasan, BEENEXT, Better Capital, Binny Bansal, Bobby Ong, Hashed, Paul Veradittakit, Square Peg Capital, Tiger Global Management, TM Lee",Binny Bansal,44,56,PERSON,
"Balaji Srinivasan, BEENEXT, Better Capital, Binny Bansal, Bobby Ong, Hashed, Paul Veradittakit, Square Peg Capital, Tiger Global Management, TM Lee",Bobby Ong,58,67,PERSON,
"Balaji Srinivasan, BEENEXT, Better Capital, Binny Bansal, Bobby Ong, Hashed, Paul Veradittakit, Square Peg Capital, Tiger Global Management, TM Lee",Paul Veradittakit,77,94,PERSON,
"Balaji Srinivasan, BEENEXT, Better Capital, Binny Bansal, Bobby Ong, Hashed, Paul Veradittakit, Square Peg Capital, Tiger Global Management, TM Lee",Square Peg Capital,96,114,ORG,
"Balaji Srinivasan, BEENEXT, Better Capital, Binny Bansal, Bobby Ong, Hashed, Paul Veradittakit, Square Peg Capital, Tiger Global Management, TM Lee",Tiger Global Management,116,139,ORG,
"Balaji Srinivasan, BEENEXT, Better Capital, Binny Bansal, Bobby Ong, Hashed, Paul Veradittakit, Square Peg Capital, Tiger Global Management, TM Lee",TM Lee,141,147,PERSON,
"Cadence Growth Capital, Earlybird Venture Capital, HV Capital",Cadence Growth Capital,0,22,ORG,
"Cadence Growth Capital, Earlybird Venture Capital, HV Capital",Earlybird Venture Capital,24,49,ORG,
"Cadence Growth Capital, Earlybird Venture Capital, HV Capital",HV Capital,51,61,ORG,
Alphabet,Alphabet,0,8,GPE,
"General Catalyst, Town Hall Ventures, Transformation Capital",Town Hall Ventures,18,36,ORG,
"General Catalyst, Town Hall Ventures, Transformation Capital",Transformation Capital,38,60,ORG,
"CMT Digital Ventures, Dreamcraft Ventures, Invested, Jeffrey Haas",CMT Digital Ventures,0,20,ORG,
"CMT Digital Ventures, Dreamcraft Ventures, Invested, Jeffrey Haas",Dreamcraft Ventures,22,41,ORG,
"CMT Digital Ventures, Dreamcraft Ventures, Invested, Jeffrey Haas",Jeffrey Haas,53,65,PERSON,
"Bank al Etihad, Capital Bank Group, Jordan Kuwait Bank, Proparco, Triodos Bank NV, Triple Jump",Bank al Etihad,0,14,PERSON,
"Bank al Etihad, Capital Bank Group, Jordan Kuwait Bank, Proparco, Triodos Bank NV, Triple Jump",Capital Bank Group,16,34,ORG,
"Bank al Etihad, Capital Bank Group, Jordan Kuwait Bank, Proparco, Triodos Bank NV, Triple Jump",Jordan Kuwait Bank,36,54,ORG,
"Bank al Etihad, Capital Bank Group, Jordan Kuwait Bank, Proparco, Triodos Bank NV, Triple Jump",Proparco,56,64,GPE,
"Bank al Etihad, Capital Bank Group, Jordan Kuwait Bank, Proparco, Triodos Bank NV, Triple Jump",Triodos Bank NV,66,81,ORG,
Kedaara Capital,Kedaara Capital,0,15,PERSON,
"Dominic McGregor, KHP Ventures, Perwyn, Praetura Ventures, Tom Blomfield",Perwyn,32,38,ORG,
"Dominic McGregor, KHP Ventures, Perwyn, Praetura Ventures, Tom Blomfield",Praetura Ventures,40,57,ORG,
"Dominic McGregor, KHP Ventures, Perwyn, Praetura Ventures, Tom Blomfield",Tom Blomfield,59,72,PERSON,
"Beekers Capital, Lexa Partners",Beekers Capital,0,15,ORG,
"Beekers Capital, Lexa Partners",Lexa Partners,17,30,ORG,
"DSG Consumer Partners, Sauce.vc, Singularity Growth Opportunities Fund",DSG Consumer Partners,0,21,ORG,
"DSG Consumer Partners, Sauce.vc, Singularity Growth Opportunities Fund",Singularity Growth Opportunities Fund,33,70,ORG,
"Global Brain Corporation, Y Combinator",Global Brain Corporation,0,24,ORG,
"Global Brain Corporation, Y Combinator",Y Combinator,26,38,ORG,
"3dot6 Ventures, Coastal Ventures, FreshTracks Capital, Maine Technology Institute, Maine Venture Fund, Opus Ventures, Wasabi Ventures, York IE",3dot6 Ventures,0,14,PRODUCT,
"3dot6 Ventures, Coastal Ventures, FreshTracks Capital, Maine Technology Institute, Maine Venture Fund, Opus Ventures, Wasabi Ventures, York IE",Coastal Ventures,16,32,ORG,
"3dot6 Ventures, Coastal Ventures, FreshTracks Capital, Maine Technology Institute, Maine Venture Fund, Opus Ventures, Wasabi Ventures, York IE",FreshTracks Capital,34,53,ORG,
"3dot6 Ventures, Coastal Ventures, FreshTracks Capital, Maine Technology Institute, Maine Venture Fund, Opus Ventures, Wasabi Ventures, York IE",Maine Technology Institute,55,81,ORG,
"3dot6 Ventures, Coastal Ventures, FreshTracks Capital, Maine Technology Institute, Maine Venture Fund, Opus Ventures, Wasabi Ventures, York IE",Maine Venture Fund,83,101,ORG,
"3dot6 Ventures, Coastal Ventures, FreshTracks Capital, Maine Technology Institute, Maine Venture Fund, Opus Ventures, Wasabi Ventures, York IE",Opus Ventures,103,116,ORG,
"3dot6 Ventures, Coastal Ventures, FreshTracks Capital, Maine Technology Institute, Maine Venture Fund, Opus Ventures, Wasabi Ventures, York IE",Wasabi Ventures,118,133,ORG,
"3dot6 Ventures, Coastal Ventures, FreshTracks Capital, Maine Technology Institute, Maine Venture Fund, Opus Ventures, Wasabi Ventures, York IE",York IE,135,142,ORG,
"Andrew Murphy, Merleview Capital, NSN Investments",Andrew Murphy,0,13,PERSON,
"Andrew Murphy, Merleview Capital, NSN Investments",Merleview Capital,15,32,ORG,
"Andrew Murphy, Merleview Capital, NSN Investments",NSN Investments,34,49,ORG,
"Cargill Ventures, Dow Venture Capital, ETF Partners, Future Industry Ventures, SBI Investment, Swisscom Ventures, Verve Ventures",Cargill Ventures,0,16,ORG,
"Cargill Ventures, Dow Venture Capital, ETF Partners, Future Industry Ventures, SBI Investment, Swisscom Ventures, Verve Ventures",Dow Venture Capital,18,37,ORG,
"Cargill Ventures, Dow Venture Capital, ETF Partners, Future Industry Ventures, SBI Investment, Swisscom Ventures, Verve Ventures",ETF Partners,39,51,ORG,
"Cargill Ventures, Dow Venture Capital, ETF Partners, Future Industry Ventures, SBI Investment, Swisscom Ventures, Verve Ventures",Future Industry Ventures,53,77,ORG,
"Cargill Ventures, Dow Venture Capital, ETF Partners, Future Industry Ventures, SBI Investment, Swisscom Ventures, Verve Ventures",SBI Investment,79,93,ORG,
"Cargill Ventures, Dow Venture Capital, ETF Partners, Future Industry Ventures, SBI Investment, Swisscom Ventures, Verve Ventures",Swisscom Ventures,95,112,ORG,
"Cargill Ventures, Dow Venture Capital, ETF Partners, Future Industry Ventures, SBI Investment, Swisscom Ventures, Verve Ventures",Verve Ventures,114,128,ORG,
"AC Ventures, Alpha JWC Ventures, BEENEXT, Northstar Group, Vulcan Capital",AC Ventures,0,11,ORG,
"AC Ventures, Alpha JWC Ventures, BEENEXT, Northstar Group, Vulcan Capital",Alpha JWC Ventures,13,31,ORG,
"AC Ventures, Alpha JWC Ventures, BEENEXT, Northstar Group, Vulcan Capital",BEENEXT,33,40,ORG,
"AC Ventures, Alpha JWC Ventures, BEENEXT, Northstar Group, Vulcan Capital",Northstar Group,42,57,ORG,
"AC Ventures, Alpha JWC Ventures, BEENEXT, Northstar Group, Vulcan Capital",Vulcan Capital,59,73,ORG,
"Andreessen Horowitz, Apollo, Circle Ventures, Franklin Templeton Investments, FTX Ventures, Griffin Gaming Partners, Jump Crypto, Multicoin Capital, Oak HC/FT, ParaFi Capital, Superskrypt",Andreessen Horowitz,0,19,PERSON,
"Andreessen Horowitz, Apollo, Circle Ventures, Franklin Templeton Investments, FTX Ventures, Griffin Gaming Partners, Jump Crypto, Multicoin Capital, Oak HC/FT, ParaFi Capital, Superskrypt",Apollo,21,27,ORG,
"Andreessen Horowitz, Apollo, Circle Ventures, Franklin Templeton Investments, FTX Ventures, Griffin Gaming Partners, Jump Crypto, Multicoin Capital, Oak HC/FT, ParaFi Capital, Superskrypt",Circle Ventures,29,44,ORG,
"Andreessen Horowitz, Apollo, Circle Ventures, Franklin Templeton Investments, FTX Ventures, Griffin Gaming Partners, Jump Crypto, Multicoin Capital, Oak HC/FT, ParaFi Capital, Superskrypt",Franklin Templeton Investments,46,76,ORG,
"Andreessen Horowitz, Apollo, Circle Ventures, Franklin Templeton Investments, FTX Ventures, Griffin Gaming Partners, Jump Crypto, Multicoin Capital, Oak HC/FT, ParaFi Capital, Superskrypt",FTX Ventures,78,90,ORG,
"Andreessen Horowitz, Apollo, Circle Ventures, Franklin Templeton Investments, FTX Ventures, Griffin Gaming Partners, Jump Crypto, Multicoin Capital, Oak HC/FT, ParaFi Capital, Superskrypt",Griffin Gaming Partners,92,115,ORG,
"Andreessen Horowitz, Apollo, Circle Ventures, Franklin Templeton Investments, FTX Ventures, Griffin Gaming Partners, Jump Crypto, Multicoin Capital, Oak HC/FT, ParaFi Capital, Superskrypt",Jump Crypto,117,128,PERSON,
"Andreessen Horowitz, Apollo, Circle Ventures, Franklin Templeton Investments, FTX Ventures, Griffin Gaming Partners, Jump Crypto, Multicoin Capital, Oak HC/FT, ParaFi Capital, Superskrypt",Multicoin Capital,130,147,ORG,
"Andreessen Horowitz, Apollo, Circle Ventures, Franklin Templeton Investments, FTX Ventures, Griffin Gaming Partners, Jump Crypto, Multicoin Capital, Oak HC/FT, ParaFi Capital, Superskrypt",Oak HC/FT,149,158,ORG,
"Andreessen Horowitz, Apollo, Circle Ventures, Franklin Templeton Investments, FTX Ventures, Griffin Gaming Partners, Jump Crypto, Multicoin Capital, Oak HC/FT, ParaFi Capital, Superskrypt",Superskrypt,176,187,GPE,
"GCM Grosvenor, Kohlberg Kravis Roberts",GCM Grosvenor,0,13,PERSON,
"GCM Grosvenor, Kohlberg Kravis Roberts",Kohlberg Kravis Roberts,15,38,PERSON,
"7wire Ventures, Aike (Tiffany) Ho, Brian Regan, Deena Shakir, Doug Hirsch, Elliot Cohen, Hopelab, Katherine Ryder, Leslie Schreck, Missy Krasner, OMERS Ventures, Trevor Price",7wire,0,5,CARDINAL,
"7wire Ventures, Aike (Tiffany) Ho, Brian Regan, Deena Shakir, Doug Hirsch, Elliot Cohen, Hopelab, Katherine Ryder, Leslie Schreck, Missy Krasner, OMERS Ventures, Trevor Price",Ventures,6,14,ORG,
"7wire Ventures, Aike (Tiffany) Ho, Brian Regan, Deena Shakir, Doug Hirsch, Elliot Cohen, Hopelab, Katherine Ryder, Leslie Schreck, Missy Krasner, OMERS Ventures, Trevor Price",Brian Regan,35,46,PERSON,
"7wire Ventures, Aike (Tiffany) Ho, Brian Regan, Deena Shakir, Doug Hirsch, Elliot Cohen, Hopelab, Katherine Ryder, Leslie Schreck, Missy Krasner, OMERS Ventures, Trevor Price",Deena Shakir,48,60,PERSON,
"7wire Ventures, Aike (Tiffany) Ho, Brian Regan, Deena Shakir, Doug Hirsch, Elliot Cohen, Hopelab, Katherine Ryder, Leslie Schreck, Missy Krasner, OMERS Ventures, Trevor Price",Doug Hirsch,62,73,PERSON,
"7wire Ventures, Aike (Tiffany) Ho, Brian Regan, Deena Shakir, Doug Hirsch, Elliot Cohen, Hopelab, Katherine Ryder, Leslie Schreck, Missy Krasner, OMERS Ventures, Trevor Price",Elliot Cohen,75,87,PERSON,
"7wire Ventures, Aike (Tiffany) Ho, Brian Regan, Deena Shakir, Doug Hirsch, Elliot Cohen, Hopelab, Katherine Ryder, Leslie Schreck, Missy Krasner, OMERS Ventures, Trevor Price",Hopelab,89,96,GPE,
"7wire Ventures, Aike (Tiffany) Ho, Brian Regan, Deena Shakir, Doug Hirsch, Elliot Cohen, Hopelab, Katherine Ryder, Leslie Schreck, Missy Krasner, OMERS Ventures, Trevor Price",Katherine Ryder,98,113,PERSON,
"7wire Ventures, Aike (Tiffany) Ho, Brian Regan, Deena Shakir, Doug Hirsch, Elliot Cohen, Hopelab, Katherine Ryder, Leslie Schreck, Missy Krasner, OMERS Ventures, Trevor Price",Leslie Schreck,115,129,PERSON,
"7wire Ventures, Aike (Tiffany) Ho, Brian Regan, Deena Shakir, Doug Hirsch, Elliot Cohen, Hopelab, Katherine Ryder, Leslie Schreck, Missy Krasner, OMERS Ventures, Trevor Price",Missy Krasner,131,144,PERSON,
"Unusual Ventures, Westbridge Capital",Unusual Ventures,0,16,PERSON,
"Unusual Ventures, Westbridge Capital",Westbridge Capital,18,36,ORG,
"CoinFund, Electric Capital, Eniac Ventures, Graph Ventures, LongHash Ventures, Shima Capital, Slow Ventures","CoinFund, Electric Capital",0,26,ORG,
"CoinFund, Electric Capital, Eniac Ventures, Graph Ventures, LongHash Ventures, Shima Capital, Slow Ventures",Eniac Ventures,28,42,ORG,
"CoinFund, Electric Capital, Eniac Ventures, Graph Ventures, LongHash Ventures, Shima Capital, Slow Ventures",Graph Ventures,44,58,ORG,
"CoinFund, Electric Capital, Eniac Ventures, Graph Ventures, LongHash Ventures, Shima Capital, Slow Ventures",LongHash Ventures,60,77,ORG,
"CoinFund, Electric Capital, Eniac Ventures, Graph Ventures, LongHash Ventures, Shima Capital, Slow Ventures",Shima Capital,79,92,ORG,
"CoinFund, Electric Capital, Eniac Ventures, Graph Ventures, LongHash Ventures, Shima Capital, Slow Ventures",Slow Ventures,94,107,ORG,
"Acadian Ventures, Bpifrance, Entrée Capital, Kima Ventures, Point Nine, Seedcamp",Acadian Ventures,0,16,ORG,
"Acadian Ventures, Bpifrance, Entrée Capital, Kima Ventures, Point Nine, Seedcamp",Bpifrance,18,27,GPE,
"Acadian Ventures, Bpifrance, Entrée Capital, Kima Ventures, Point Nine, Seedcamp",Entrée Capital,29,43,GPE,
"Acadian Ventures, Bpifrance, Entrée Capital, Kima Ventures, Point Nine, Seedcamp",Kima Ventures,45,58,ORG,
"Acadian Ventures, Bpifrance, Entrée Capital, Kima Ventures, Point Nine, Seedcamp",Point Nine,60,70,PRODUCT,
"Acadian Ventures, Bpifrance, Entrée Capital, Kima Ventures, Point Nine, Seedcamp",Seedcamp,72,80,GPE,
"Bank al Etihad, DASH Ventures, Edgo VC, FMO, KFW DEG",Bank al Etihad,0,14,PERSON,
"Bank al Etihad, DASH Ventures, Edgo VC, FMO, KFW DEG",DASH Ventures,16,29,ORG,
"Bank al Etihad, DASH Ventures, Edgo VC, FMO, KFW DEG",Edgo VC,31,38,PERSON,
"Bank al Etihad, DASH Ventures, Edgo VC, FMO, KFW DEG",FMO,40,43,ORG,
"Bank al Etihad, DASH Ventures, Edgo VC, FMO, KFW DEG",KFW DEG,45,52,ORG,
"17Sigma, Andreessen Horowitz, Cesar Villares, Henrique Dubugras, Juan Pablo Ortega, Monashees, Norte Ventures, Pedro Franceschi, Victor Lazarte",Andreessen Horowitz,9,28,PERSON,
"17Sigma, Andreessen Horowitz, Cesar Villares, Henrique Dubugras, Juan Pablo Ortega, Monashees, Norte Ventures, Pedro Franceschi, Victor Lazarte",Cesar Villares,30,44,ORG,
"17Sigma, Andreessen Horowitz, Cesar Villares, Henrique Dubugras, Juan Pablo Ortega, Monashees, Norte Ventures, Pedro Franceschi, Victor Lazarte",Juan Pablo Ortega,65,82,PERSON,
"17Sigma, Andreessen Horowitz, Cesar Villares, Henrique Dubugras, Juan Pablo Ortega, Monashees, Norte Ventures, Pedro Franceschi, Victor Lazarte",Norte Ventures,95,109,ORG,
"17Sigma, Andreessen Horowitz, Cesar Villares, Henrique Dubugras, Juan Pablo Ortega, Monashees, Norte Ventures, Pedro Franceschi, Victor Lazarte",Pedro Franceschi,111,127,PERSON,
"17Sigma, Andreessen Horowitz, Cesar Villares, Henrique Dubugras, Juan Pablo Ortega, Monashees, Norte Ventures, Pedro Franceschi, Victor Lazarte",Victor Lazarte,129,143,PERSON,
"Antler India, Pareen Lathia",Antler India,0,12,ORG,
"Antler India, Pareen Lathia",Pareen Lathia,14,27,PERSON,
GEM Digital Ltd.,GEM Digital Ltd.,0,16,ORG,
"500 Startups, BE Capital, Colopl Next, Taiwania Capital Management Corporation",500,0,3,CARDINAL,
"500 Startups, BE Capital, Colopl Next, Taiwania Capital Management Corporation",Startups,4,12,GPE,
"500 Startups, BE Capital, Colopl Next, Taiwania Capital Management Corporation",BE Capital,14,24,ORG,
"500 Startups, BE Capital, Colopl Next, Taiwania Capital Management Corporation",Taiwania Capital Management Corporation,39,78,ORG,
"5G Ventures, Saudi Aramco Entrepreneurship Ventures",5,0,1,CARDINAL,
"5G Ventures, Saudi Aramco Entrepreneurship Ventures",G Ventures,1,11,ORG,
"5G Ventures, Saudi Aramco Entrepreneurship Ventures",Saudi Aramco Entrepreneurship Ventures,13,51,ORG,
"3M New Ventures, B Capital Group, Bow Capital, Calibrate Ventures, OCA Ventures, Pathbreaker Ventures, Stage Venture Partners, Swift Ventures",3,0,1,CARDINAL,
"3M New Ventures, B Capital Group, Bow Capital, Calibrate Ventures, OCA Ventures, Pathbreaker Ventures, Stage Venture Partners, Swift Ventures",B Capital Group,17,32,ORG,
"3M New Ventures, B Capital Group, Bow Capital, Calibrate Ventures, OCA Ventures, Pathbreaker Ventures, Stage Venture Partners, Swift Ventures",Bow Capital,34,45,ORG,
