Text,Token,Start Index,End Index,Entity Label,Knowledge Base ID
"ACE &amp; Company, Be8 Ventures, ETH Zurich Foundation, Gullspång Re:food, L Catterton, Movendo Capital, TEV Ventures, Vorwerk Ventures, Yann Sommer",ETH Zurich Foundation,33,54,ORG,
"ACE &amp; Company, Be8 Ventures, ETH Zurich Foundation, Gullspång Re:food, L Catterton, Movendo Capital, TEV Ventures, Vorwerk Ventures, Yann Sommer",Gullspång Re:,56,69,PERSON,
"ACE &amp; Company, Be8 Ventures, ETH Zurich Foundation, Gullspång Re:food, L Catterton, Movendo Capital, TEV Ventures, Vorwerk Ventures, Yann Sommer",L Catterton,75,86,PERSON,
"ACE &amp; Company, Be8 Ventures, ETH Zurich Foundation, Gullspång Re:food, L Catterton, Movendo Capital, TEV Ventures, Vorwerk Ventures, Yann Sommer",Movendo Capital,88,103,ORG,
"ACE &amp; Company, Be8 Ventures, ETH Zurich Foundation, Gullspång Re:food, L Catterton, Movendo Capital, TEV Ventures, Vorwerk Ventures, Yann Sommer",TEV Ventures,105,117,ORG,
"ACE &amp; Company, Be8 Ventures, ETH Zurich Foundation, Gullspång Re:food, L Catterton, Movendo Capital, TEV Ventures, Vorwerk Ventures, Yann Sommer",Vorwerk Ventures,119,135,PERSON,
"ACE &amp; Company, Be8 Ventures, ETH Zurich Foundation, Gullspång Re:food, L Catterton, Movendo Capital, TEV Ventures, Vorwerk Ventures, Yann Sommer",Yann Sommer,137,148,PERSON,
"Accel, Arctos Sports Partners, Ryan Smith, Wellington Management",Accel,0,5,ORG,
"Accel, Arctos Sports Partners, Ryan Smith, Wellington Management",Arctos Sports Partners,7,29,ORG,
"Accel, Arctos Sports Partners, Ryan Smith, Wellington Management",Ryan Smith,31,41,PERSON,
"Accel, Arctos Sports Partners, Ryan Smith, Wellington Management",Wellington Management,43,64,ORG,
"Caisse de Depot et Placement du Quebec, IIFL Asset Management, Recruit Holdings, Sequoia Capital India, Tiger Global Management",Caisse de Depot et Placement du Quebec,0,38,ORG,
"Caisse de Depot et Placement du Quebec, IIFL Asset Management, Recruit Holdings, Sequoia Capital India, Tiger Global Management",IIFL Asset Management,40,61,ORG,
"Caisse de Depot et Placement du Quebec, IIFL Asset Management, Recruit Holdings, Sequoia Capital India, Tiger Global Management",Recruit Holdings,63,79,ORG,
"Caisse de Depot et Placement du Quebec, IIFL Asset Management, Recruit Holdings, Sequoia Capital India, Tiger Global Management",Sequoia Capital India,81,102,ORG,
"Caisse de Depot et Placement du Quebec, IIFL Asset Management, Recruit Holdings, Sequoia Capital India, Tiger Global Management",Tiger Global Management,104,127,ORG,
"Delta-v Capital, Foundry Group, Greycroft",Foundry Group,17,30,ORG,
"Delta-v Capital, Foundry Group, Greycroft",Greycroft,32,41,ORG,
"8VC, Arkin Bio Ventures, Eli Lilly &amp; Company Foundation, Heritage Medical Systems, Longwood Fund, Mass General Brigham Ventures, MPM Capital, MRL Ventures Fund, Omega Funds",Arkin Bio Ventures,5,23,PERSON,
"8VC, Arkin Bio Ventures, Eli Lilly &amp; Company Foundation, Heritage Medical Systems, Longwood Fund, Mass General Brigham Ventures, MPM Capital, MRL Ventures Fund, Omega Funds",Eli Lilly &amp,25,39,ORG,
"8VC, Arkin Bio Ventures, Eli Lilly &amp; Company Foundation, Heritage Medical Systems, Longwood Fund, Mass General Brigham Ventures, MPM Capital, MRL Ventures Fund, Omega Funds",Company Foundation,41,59,ORG,
"8VC, Arkin Bio Ventures, Eli Lilly &amp; Company Foundation, Heritage Medical Systems, Longwood Fund, Mass General Brigham Ventures, MPM Capital, MRL Ventures Fund, Omega Funds",Heritage Medical Systems,61,85,ORG,
"8VC, Arkin Bio Ventures, Eli Lilly &amp; Company Foundation, Heritage Medical Systems, Longwood Fund, Mass General Brigham Ventures, MPM Capital, MRL Ventures Fund, Omega Funds",Brigham Ventures,115,131,PERSON,
"8VC, Arkin Bio Ventures, Eli Lilly &amp; Company Foundation, Heritage Medical Systems, Longwood Fund, Mass General Brigham Ventures, MPM Capital, MRL Ventures Fund, Omega Funds",MPM Capital,133,144,ORG,
"8VC, Arkin Bio Ventures, Eli Lilly &amp; Company Foundation, Heritage Medical Systems, Longwood Fund, Mass General Brigham Ventures, MPM Capital, MRL Ventures Fund, Omega Funds",MRL Ventures Fund,146,163,ORG,
"8VC, Arkin Bio Ventures, Eli Lilly &amp; Company Foundation, Heritage Medical Systems, Longwood Fund, Mass General Brigham Ventures, MPM Capital, MRL Ventures Fund, Omega Funds",Omega Funds,165,176,PERSON,
"Alumni Ventures, Asymmetric, Basis Set Ventures, Blackbird Ventures, Cardinia Ventures, Elysium Venture Capital, Founders' Co-op, Geek Ventures, IEX Group, Joe McCann, Madrona Venture Group, Picus Capital, Protocol Labs, Shane Mac, Thomas Dohmke",Alumni Ventures,0,15,ORG,
"Alumni Ventures, Asymmetric, Basis Set Ventures, Blackbird Ventures, Cardinia Ventures, Elysium Venture Capital, Founders' Co-op, Geek Ventures, IEX Group, Joe McCann, Madrona Venture Group, Picus Capital, Protocol Labs, Shane Mac, Thomas Dohmke","Asymmetric, Basis Set Ventures",17,47,ORG,
"Alumni Ventures, Asymmetric, Basis Set Ventures, Blackbird Ventures, Cardinia Ventures, Elysium Venture Capital, Founders' Co-op, Geek Ventures, IEX Group, Joe McCann, Madrona Venture Group, Picus Capital, Protocol Labs, Shane Mac, Thomas Dohmke",Blackbird Ventures,49,67,ORG,
"Alumni Ventures, Asymmetric, Basis Set Ventures, Blackbird Ventures, Cardinia Ventures, Elysium Venture Capital, Founders' Co-op, Geek Ventures, IEX Group, Joe McCann, Madrona Venture Group, Picus Capital, Protocol Labs, Shane Mac, Thomas Dohmke",Cardinia Ventures,69,86,ORG,
"Alumni Ventures, Asymmetric, Basis Set Ventures, Blackbird Ventures, Cardinia Ventures, Elysium Venture Capital, Founders' Co-op, Geek Ventures, IEX Group, Joe McCann, Madrona Venture Group, Picus Capital, Protocol Labs, Shane Mac, Thomas Dohmke",Elysium Venture Capital,88,111,ORG,
"Alumni Ventures, Asymmetric, Basis Set Ventures, Blackbird Ventures, Cardinia Ventures, Elysium Venture Capital, Founders' Co-op, Geek Ventures, IEX Group, Joe McCann, Madrona Venture Group, Picus Capital, Protocol Labs, Shane Mac, Thomas Dohmke",Geek Ventures,130,143,ORG,
"Alumni Ventures, Asymmetric, Basis Set Ventures, Blackbird Ventures, Cardinia Ventures, Elysium Venture Capital, Founders' Co-op, Geek Ventures, IEX Group, Joe McCann, Madrona Venture Group, Picus Capital, Protocol Labs, Shane Mac, Thomas Dohmke",IEX Group,145,154,ORG,
"Alumni Ventures, Asymmetric, Basis Set Ventures, Blackbird Ventures, Cardinia Ventures, Elysium Venture Capital, Founders' Co-op, Geek Ventures, IEX Group, Joe McCann, Madrona Venture Group, Picus Capital, Protocol Labs, Shane Mac, Thomas Dohmke",Joe McCann,156,166,PERSON,
"Alumni Ventures, Asymmetric, Basis Set Ventures, Blackbird Ventures, Cardinia Ventures, Elysium Venture Capital, Founders' Co-op, Geek Ventures, IEX Group, Joe McCann, Madrona Venture Group, Picus Capital, Protocol Labs, Shane Mac, Thomas Dohmke",Madrona Venture Group,168,189,ORG,
"Alumni Ventures, Asymmetric, Basis Set Ventures, Blackbird Ventures, Cardinia Ventures, Elysium Venture Capital, Founders' Co-op, Geek Ventures, IEX Group, Joe McCann, Madrona Venture Group, Picus Capital, Protocol Labs, Shane Mac, Thomas Dohmke",Picus Capital,191,204,ORG,
"Alumni Ventures, Asymmetric, Basis Set Ventures, Blackbird Ventures, Cardinia Ventures, Elysium Venture Capital, Founders' Co-op, Geek Ventures, IEX Group, Joe McCann, Madrona Venture Group, Picus Capital, Protocol Labs, Shane Mac, Thomas Dohmke","Protocol Labs, Shane Mac",206,230,ORG,
"Alumni Ventures, Asymmetric, Basis Set Ventures, Blackbird Ventures, Cardinia Ventures, Elysium Venture Capital, Founders' Co-op, Geek Ventures, IEX Group, Joe McCann, Madrona Venture Group, Picus Capital, Protocol Labs, Shane Mac, Thomas Dohmke",Thomas Dohmke,232,245,PERSON,
"Blackbird Ventures, Clean Energy Finance Corporation, Lucy Turnbull, Main Sequence Ventures, Malcolm, MegaChips, Skip Capital, SpringCapital Investment, Uniseed Ventures",Blackbird Ventures,0,18,ORG,
"Blackbird Ventures, Clean Energy Finance Corporation, Lucy Turnbull, Main Sequence Ventures, Malcolm, MegaChips, Skip Capital, SpringCapital Investment, Uniseed Ventures",Clean Energy Finance Corporation,20,52,ORG,
"Blackbird Ventures, Clean Energy Finance Corporation, Lucy Turnbull, Main Sequence Ventures, Malcolm, MegaChips, Skip Capital, SpringCapital Investment, Uniseed Ventures",Lucy Turnbull,54,67,PERSON,
"Blackbird Ventures, Clean Energy Finance Corporation, Lucy Turnbull, Main Sequence Ventures, Malcolm, MegaChips, Skip Capital, SpringCapital Investment, Uniseed Ventures",Main Sequence Ventures,69,91,ORG,
"Blackbird Ventures, Clean Energy Finance Corporation, Lucy Turnbull, Main Sequence Ventures, Malcolm, MegaChips, Skip Capital, SpringCapital Investment, Uniseed Ventures",Malcolm,93,100,PERSON,
"Blackbird Ventures, Clean Energy Finance Corporation, Lucy Turnbull, Main Sequence Ventures, Malcolm, MegaChips, Skip Capital, SpringCapital Investment, Uniseed Ventures",MegaChips,102,111,ORG,
"Blackbird Ventures, Clean Energy Finance Corporation, Lucy Turnbull, Main Sequence Ventures, Malcolm, MegaChips, Skip Capital, SpringCapital Investment, Uniseed Ventures",Skip Capital,113,125,ORG,
"Blackbird Ventures, Clean Energy Finance Corporation, Lucy Turnbull, Main Sequence Ventures, Malcolm, MegaChips, Skip Capital, SpringCapital Investment, Uniseed Ventures",SpringCapital Investment,127,151,ORG,
"Blackbird Ventures, Clean Energy Finance Corporation, Lucy Turnbull, Main Sequence Ventures, Malcolm, MegaChips, Skip Capital, SpringCapital Investment, Uniseed Ventures",Uniseed Ventures,153,169,ORG,
"ArrowMark Partners, Bristol Myers Squibb, Cowen Healthcare Investments, EcoR1 Capital, Merck, Mirae Asset Venture Investment, MPM Capital, MRL Ventures Fund, Novartis, NS Investment, Octagon Capital Advisors, Pappas Capital, TCG Crossover, Vida Ventures",ArrowMark Partners,0,18,ORG,
"ArrowMark Partners, Bristol Myers Squibb, Cowen Healthcare Investments, EcoR1 Capital, Merck, Mirae Asset Venture Investment, MPM Capital, MRL Ventures Fund, Novartis, NS Investment, Octagon Capital Advisors, Pappas Capital, TCG Crossover, Vida Ventures",Bristol Myers Squibb,20,40,ORG,
"ArrowMark Partners, Bristol Myers Squibb, Cowen Healthcare Investments, EcoR1 Capital, Merck, Mirae Asset Venture Investment, MPM Capital, MRL Ventures Fund, Novartis, NS Investment, Octagon Capital Advisors, Pappas Capital, TCG Crossover, Vida Ventures",Cowen Healthcare Investments,42,70,ORG,
"ArrowMark Partners, Bristol Myers Squibb, Cowen Healthcare Investments, EcoR1 Capital, Merck, Mirae Asset Venture Investment, MPM Capital, MRL Ventures Fund, Novartis, NS Investment, Octagon Capital Advisors, Pappas Capital, TCG Crossover, Vida Ventures",EcoR1 Capital,72,85,ORG,
"ArrowMark Partners, Bristol Myers Squibb, Cowen Healthcare Investments, EcoR1 Capital, Merck, Mirae Asset Venture Investment, MPM Capital, MRL Ventures Fund, Novartis, NS Investment, Octagon Capital Advisors, Pappas Capital, TCG Crossover, Vida Ventures",Merck,87,92,ORG,
"ArrowMark Partners, Bristol Myers Squibb, Cowen Healthcare Investments, EcoR1 Capital, Merck, Mirae Asset Venture Investment, MPM Capital, MRL Ventures Fund, Novartis, NS Investment, Octagon Capital Advisors, Pappas Capital, TCG Crossover, Vida Ventures",Mirae Asset Venture Investment,94,124,ORG,
"ArrowMark Partners, Bristol Myers Squibb, Cowen Healthcare Investments, EcoR1 Capital, Merck, Mirae Asset Venture Investment, MPM Capital, MRL Ventures Fund, Novartis, NS Investment, Octagon Capital Advisors, Pappas Capital, TCG Crossover, Vida Ventures",MPM Capital,126,137,ORG,
"ArrowMark Partners, Bristol Myers Squibb, Cowen Healthcare Investments, EcoR1 Capital, Merck, Mirae Asset Venture Investment, MPM Capital, MRL Ventures Fund, Novartis, NS Investment, Octagon Capital Advisors, Pappas Capital, TCG Crossover, Vida Ventures",MRL Ventures Fund,139,156,ORG,
"ArrowMark Partners, Bristol Myers Squibb, Cowen Healthcare Investments, EcoR1 Capital, Merck, Mirae Asset Venture Investment, MPM Capital, MRL Ventures Fund, Novartis, NS Investment, Octagon Capital Advisors, Pappas Capital, TCG Crossover, Vida Ventures",NS Investment,168,181,ORG,
"ArrowMark Partners, Bristol Myers Squibb, Cowen Healthcare Investments, EcoR1 Capital, Merck, Mirae Asset Venture Investment, MPM Capital, MRL Ventures Fund, Novartis, NS Investment, Octagon Capital Advisors, Pappas Capital, TCG Crossover, Vida Ventures",Octagon Capital Advisors,183,207,ORG,
"ArrowMark Partners, Bristol Myers Squibb, Cowen Healthcare Investments, EcoR1 Capital, Merck, Mirae Asset Venture Investment, MPM Capital, MRL Ventures Fund, Novartis, NS Investment, Octagon Capital Advisors, Pappas Capital, TCG Crossover, Vida Ventures",Pappas Capital,209,223,ORG,
"ArrowMark Partners, Bristol Myers Squibb, Cowen Healthcare Investments, EcoR1 Capital, Merck, Mirae Asset Venture Investment, MPM Capital, MRL Ventures Fund, Novartis, NS Investment, Octagon Capital Advisors, Pappas Capital, TCG Crossover, Vida Ventures",Vida Ventures,240,253,ORG,
"Accel India, India Quotient, Kunal Bahl, Rohit Bansal, Surge",Accel India,0,11,ORG,
"Accel India, India Quotient, Kunal Bahl, Rohit Bansal, Surge",India Quotient,13,27,ORG,
"Accel India, India Quotient, Kunal Bahl, Rohit Bansal, Surge",Kunal Bahl,29,39,ORG,
"Accel India, India Quotient, Kunal Bahl, Rohit Bansal, Surge",Rohit Bansal,41,53,PERSON,
"Accel India, India Quotient, Kunal Bahl, Rohit Bansal, Surge",Surge,55,60,PERSON,
"83North, Accel, Activant Capital, Alta Park Capital, Arena Holdings, Common Fund, Durable Capital Partners, Franklin Templeton, Neuberger Berman Group, Qatar Investment Authority, Sator Grove Holdings, T. Rowe Price, TCV",83North,0,7,DATE,
"83North, Accel, Activant Capital, Alta Park Capital, Arena Holdings, Common Fund, Durable Capital Partners, Franklin Templeton, Neuberger Berman Group, Qatar Investment Authority, Sator Grove Holdings, T. Rowe Price, TCV",Accel,9,14,ORG,
"83North, Accel, Activant Capital, Alta Park Capital, Arena Holdings, Common Fund, Durable Capital Partners, Franklin Templeton, Neuberger Berman Group, Qatar Investment Authority, Sator Grove Holdings, T. Rowe Price, TCV",Activant Capital,16,32,ORG,
"83North, Accel, Activant Capital, Alta Park Capital, Arena Holdings, Common Fund, Durable Capital Partners, Franklin Templeton, Neuberger Berman Group, Qatar Investment Authority, Sator Grove Holdings, T. Rowe Price, TCV",Alta Park Capital,34,51,ORG,
"83North, Accel, Activant Capital, Alta Park Capital, Arena Holdings, Common Fund, Durable Capital Partners, Franklin Templeton, Neuberger Berman Group, Qatar Investment Authority, Sator Grove Holdings, T. Rowe Price, TCV",Arena Holdings,53,67,ORG,
"83North, Accel, Activant Capital, Alta Park Capital, Arena Holdings, Common Fund, Durable Capital Partners, Franklin Templeton, Neuberger Berman Group, Qatar Investment Authority, Sator Grove Holdings, T. Rowe Price, TCV",Franklin Templeton,108,126,PERSON,
"83North, Accel, Activant Capital, Alta Park Capital, Arena Holdings, Common Fund, Durable Capital Partners, Franklin Templeton, Neuberger Berman Group, Qatar Investment Authority, Sator Grove Holdings, T. Rowe Price, TCV",Neuberger Berman Group,128,150,ORG,
"83North, Accel, Activant Capital, Alta Park Capital, Arena Holdings, Common Fund, Durable Capital Partners, Franklin Templeton, Neuberger Berman Group, Qatar Investment Authority, Sator Grove Holdings, T. Rowe Price, TCV",Qatar Investment Authority,152,178,ORG,
"83North, Accel, Activant Capital, Alta Park Capital, Arena Holdings, Common Fund, Durable Capital Partners, Franklin Templeton, Neuberger Berman Group, Qatar Investment Authority, Sator Grove Holdings, T. Rowe Price, TCV",Grove Holdings,186,200,PERSON,
"83North, Accel, Activant Capital, Alta Park Capital, Arena Holdings, Common Fund, Durable Capital Partners, Franklin Templeton, Neuberger Berman Group, Qatar Investment Authority, Sator Grove Holdings, T. Rowe Price, TCV",T. Rowe Price,202,215,ORG,
"83North, Accel, Activant Capital, Alta Park Capital, Arena Holdings, Common Fund, Durable Capital Partners, Franklin Templeton, Neuberger Berman Group, Qatar Investment Authority, Sator Grove Holdings, T. Rowe Price, TCV",TCV,217,220,ORG,
"8VC, Cedar Pine, Edward-Elmhurst Health, Gundersen Health System, Kinderhook Industries, Kohlberg Kravis Roberts, Optum Ventures, OSF Ventures, University of Iowa",8VC,0,3,TIME,
"8VC, Cedar Pine, Edward-Elmhurst Health, Gundersen Health System, Kinderhook Industries, Kohlberg Kravis Roberts, Optum Ventures, OSF Ventures, University of Iowa",Cedar Pine,5,15,GPE,
"8VC, Cedar Pine, Edward-Elmhurst Health, Gundersen Health System, Kinderhook Industries, Kohlberg Kravis Roberts, Optum Ventures, OSF Ventures, University of Iowa",Edward-Elmhurst Health,17,39,ORG,
"8VC, Cedar Pine, Edward-Elmhurst Health, Gundersen Health System, Kinderhook Industries, Kohlberg Kravis Roberts, Optum Ventures, OSF Ventures, University of Iowa",Kohlberg Kravis Roberts,89,112,PERSON,
"8VC, Cedar Pine, Edward-Elmhurst Health, Gundersen Health System, Kinderhook Industries, Kohlberg Kravis Roberts, Optum Ventures, OSF Ventures, University of Iowa",Optum Ventures,114,128,ORG,
"8VC, Cedar Pine, Edward-Elmhurst Health, Gundersen Health System, Kinderhook Industries, Kohlberg Kravis Roberts, Optum Ventures, OSF Ventures, University of Iowa",OSF Ventures,130,142,ORG,
"8VC, Cedar Pine, Edward-Elmhurst Health, Gundersen Health System, Kinderhook Industries, Kohlberg Kravis Roberts, Optum Ventures, OSF Ventures, University of Iowa",University of Iowa,144,162,ORG,
"Basecamp Fund, Commerce Ventures, Liquid 2 Ventures, Oui Capital, Soma Capital, Tribe Capital, Y Combinator",Basecamp Fund,0,13,ORG,
"Basecamp Fund, Commerce Ventures, Liquid 2 Ventures, Oui Capital, Soma Capital, Tribe Capital, Y Combinator",Commerce Ventures,15,32,ORG,
"Basecamp Fund, Commerce Ventures, Liquid 2 Ventures, Oui Capital, Soma Capital, Tribe Capital, Y Combinator",Liquid 2 Ventures,34,51,ORG,
"Basecamp Fund, Commerce Ventures, Liquid 2 Ventures, Oui Capital, Soma Capital, Tribe Capital, Y Combinator",Oui Capital,53,64,ORG,
"Basecamp Fund, Commerce Ventures, Liquid 2 Ventures, Oui Capital, Soma Capital, Tribe Capital, Y Combinator",Soma Capital,66,78,GPE,
"Basecamp Fund, Commerce Ventures, Liquid 2 Ventures, Oui Capital, Soma Capital, Tribe Capital, Y Combinator",Tribe Capital,80,93,ORG,
"Basecamp Fund, Commerce Ventures, Liquid 2 Ventures, Oui Capital, Soma Capital, Tribe Capital, Y Combinator",Y Combinator,95,107,ORG,
"BlinC Invest, Prime Venture Partners",BlinC Invest,0,12,ORG,
"BlinC Invest, Prime Venture Partners",Venture Partners,20,36,ORG,
"5Y Capital, Hillhouse Capital Group, Pavilion Capital, Prosperity7 Ventures, Yunqi Partners",5Y Capital,0,10,ORG,
"5Y Capital, Hillhouse Capital Group, Pavilion Capital, Prosperity7 Ventures, Yunqi Partners",Hillhouse Capital Group,12,35,ORG,
"5Y Capital, Hillhouse Capital Group, Pavilion Capital, Prosperity7 Ventures, Yunqi Partners",Pavilion Capital,37,53,ORG,
"5Y Capital, Hillhouse Capital Group, Pavilion Capital, Prosperity7 Ventures, Yunqi Partners",Ventures,67,75,PRODUCT,
